scheme_code,scheme_name,amc_name,category,isin_growth,isin_reinvestment,plan_type,option_type,nav,nav_date
151167,360 ONE ELSS Tax Saver Nifty 50 Index Fund,360 ONE Mutual Fund,Index Funds - Equity Funds,INF579M01AM4,,Unknown,Other,,
151796,360 ONE Flexicap Fund,360 ONE Mutual Fund,Equity Schemes - Flexi Cap Fund,INF579M01AS1,,Unknown,Other,,
151798,360 ONE Flexicap Fund,360 ONE Mutual Fund,Equity Schemes - Flexi Cap Fund,INF579M01AT9,INF579M01AU7,Unknown,Other,,
151799,360 ONE Flexicap Fund,360 ONE Mutual Fund,Equity Schemes - Flexi Cap Fund,INF579M01AP7,,Unknown,Other,,
151797,360 ONE Flexicap Fund,360 ONE Mutual Fund,Equity Schemes - Flexi Cap Fund,INF579M01AQ5,INF579M01AR3,Unknown,Other,,
131581,360 ONE Focused Fund,360 ONE Mutual Fund,Equity Schemes - Focused Fund,INF579M01910,INF579M01928,Unknown,Other,,
131579,360 ONE Focused Fund,360 ONE Mutual Fund,Equity Schemes - Focused Fund,INF579M01886,INF579M01894,Unknown,Other,,
131578,360 ONE Focused Fund,360 ONE Mutual Fund,Equity Schemes - Focused Fund,INF579M01878,,Unknown,Other,,
131580,360 ONE Focused Fund,360 ONE Mutual Fund,Equity Schemes - Focused Fund,INF579M01902,,Unknown,Other,,
153357,360 ONE Gold ETF,360 ONE Mutual Fund,Exchange Traded Funds (ETFs) - Gold ETF,INF579M01BB5,,Unknown,Other,,
125349,360 ONE Liquid Fund,360 ONE Mutual Fund,Income/Debt Oriented Schemes - Liquid Fund,,INF579M01688,Unknown,Other,,
125345,360 ONE Liquid Fund,360 ONE Mutual Fund,Income/Debt Oriented Schemes - Liquid Fund,INF579M01621,,Unknown,Other,,
125343,360 ONE Liquid Fund,360 ONE Mutual Fund,Income/Debt Oriented Schemes - Liquid Fund,INF579M01639,INF579M01696,Unknown,Other,,
125342,360 ONE Liquid Fund,360 ONE Mutual Fund,Income/Debt Oriented Schemes - Liquid Fund,,INF579M01563,Unknown,Other,,
125259,360 ONE Liquid Fund,360 ONE Mutual Fund,Income/Debt Oriented Schemes - Liquid Fund,INF579M01506,,Unknown,Other,,
125337,360 ONE Liquid Fund,360 ONE Mutual Fund,Income/Debt Oriented Schemes - Liquid Fund,INF579M01514,INF579M01571,Unknown,Other,,
154366,360 ONE MSCI India ETF,360 ONE Mutual Fund,Exchange Traded Funds (ETFs) - Other ETF,INF579M01BP5,,Unknown,Other,,
153774,360 ONE Multi Asset Allocation Fund,360 ONE Mutual Fund,Hybrid Schemes - Multi Asset Allocation Fund,INF579M01BM2,,Unknown,Other,,
153773,360 ONE Multi Asset Allocation Fund,360 ONE Mutual Fund,Hybrid Schemes - Multi Asset Allocation Fund,INF579M01BN0,INF579M01BO8,Unknown,Other,,
153772,360 ONE Multi Asset Allocation Fund,360 ONE Mutual Fund,Hybrid Schemes - Multi Asset Allocation Fund,INF579M01BJ8,,Unknown,Other,,
153775,360 ONE Multi Asset Allocation Fund,360 ONE Mutual Fund,Hybrid Schemes - Multi Asset Allocation Fund,INF579M01BK6,INF579M01BL4,Unknown,Other,,
153703,360 ONE Overnight Fund,360 ONE Mutual Fund,Income/Debt Oriented Schemes - Overnight Fund,INF579M01BG4,,Unknown,Other,,
153700,360 ONE Overnight Fund,360 ONE Mutual Fund,Income/Debt Oriented Schemes - Overnight Fund,INF579M01BD1,,Unknown,Other,,
153702,360 ONE Overnight Fund,360 ONE Mutual Fund,Income/Debt Oriented Schemes - Overnight Fund,INF579M01BE9,INF579M01BF6,Unknown,Other,,
153701,360 ONE Overnight Fund,360 ONE Mutual Fund,Income/Debt Oriented Schemes - Overnight Fund,INF579M01BH2,INF579M01BI0,Unknown,Other,,
149318,360 ONE QUANT FUND,360 ONE Mutual Fund,Equity Schemes - Thematic Fund,INF579M01AI2,,Unknown,Other,,
149319,360 ONE QUANT FUND,360 ONE Mutual Fund,Equity Schemes - Thematic Fund,INF579M01AJ0,INF579M01AK8,Unknown,Other,,
149317,360 ONE QUANT FUND,360 ONE Mutual Fund,Equity Schemes - Thematic Fund,INF579M01AF8,,Unknown,Other,,
149316,360 ONE QUANT FUND,360 ONE Mutual Fund,Equity Schemes - Thematic Fund,INF579M01AG6,INF579M01AH4,Unknown,Other,,
153415,360 ONE Silver ETF,360 ONE Mutual Fund,Exchange Traded Funds (ETFs) - Silver ETF,INF579M01BC3,,Unknown,Other,,
154591,ASK Liquid Fund,ASK MUTUAL FUND,Income/Debt Oriented Schemes - Liquid Fund,,INF2XUU01039,Unknown,Other,,
154589,ASK Liquid Fund,ASK MUTUAL FUND,Income/Debt Oriented Schemes - Liquid Fund,INF2XUU01013,,Unknown,Other,,
154592,ASK Liquid Fund,ASK MUTUAL FUND,Income/Debt Oriented Schemes - Liquid Fund,INF2XUU01112,INF2XUU01120,Unknown,Other,,
154583,ASK Liquid Fund,ASK MUTUAL FUND,Income/Debt Oriented Schemes - Liquid Fund,INF2XUU01070,INF2XUU01088,Unknown,Other,,
154586,ASK Liquid Fund,ASK MUTUAL FUND,Income/Debt Oriented Schemes - Liquid Fund,,INF2XUU01047,Unknown,Other,,
154581,ASK Liquid Fund,ASK MUTUAL FUND,Income/Debt Oriented Schemes - Liquid Fund,INF2XUU01021,,Unknown,Other,,
154590,ASK Liquid Fund,ASK MUTUAL FUND,Income/Debt Oriented Schemes - Liquid Fund,INF2XUU01096,INF2XUU01104,Unknown,Other,,
154587,ASK Liquid Fund,ASK MUTUAL FUND,Income/Debt Oriented Schemes - Liquid Fund,INF2XUU01054,INF2XUU01062,Unknown,Other,,
154043,Abakkus Flexi Cap Fund,Abakkus Mutual Fund,Equity Scheme - Flexi Cap Fund,INF2JJD01136,,Unknown,Other,,
154045,Abakkus Flexi Cap Fund,Abakkus Mutual Fund,Equity Scheme - Flexi Cap Fund,INF2JJD01128,INF2JJD01110,Unknown,Other,,
154041,Abakkus Flexi Cap Fund,Abakkus Mutual Fund,Equity Scheme - Flexi Cap Fund,INF2JJD01169,,Unknown,Other,,
154042,Abakkus Flexi Cap Fund,Abakkus Mutual Fund,Equity Scheme - Flexi Cap Fund,INF2JJD01151,INF2JJD01144,Unknown,Other,,
154477,Abakkus Large & Mid Cap Fund,Abakkus Mutual Fund,Equity Scheme - Large & Mid Cap Fund,INF2JJD01193,,Unknown,Other,,
154478,Abakkus Large & Mid Cap Fund,Abakkus Mutual Fund,Equity Scheme - Large & Mid Cap Fund,INF2JJD01201,,Unknown,Other,,
154049,Abakkus Liquid Fund,Abakkus Mutual Fund,Income/Debt Oriented Schemes - Liquid Fund,,INF2JJD01011,Unknown,Other,,
154051,Abakkus Liquid Fund,Abakkus Mutual Fund,Income/Debt Oriented Schemes - Liquid Fund,INF2JJD01029,,Unknown,Other,,
154055,Abakkus Liquid Fund,Abakkus Mutual Fund,Income/Debt Oriented Schemes - Liquid Fund,,INF2JJD01037,Unknown,Other,,
154052,Abakkus Liquid Fund,Abakkus Mutual Fund,Income/Debt Oriented Schemes - Liquid Fund,,INF2JJD01052,Unknown,Other,,
154050,Abakkus Liquid Fund,Abakkus Mutual Fund,Income/Debt Oriented Schemes - Liquid Fund,,INF2JJD01045,Unknown,Other,,
154053,Abakkus Liquid Fund,Abakkus Mutual Fund,Income/Debt Oriented Schemes - Liquid Fund,,INF2JJD01060,Unknown,Other,,
154047,Abakkus Liquid Fund,Abakkus Mutual Fund,Income/Debt Oriented Schemes - Liquid Fund,INF2JJD01078,,Unknown,Other,,
154048,Abakkus Liquid Fund,Abakkus Mutual Fund,Income/Debt Oriented Schemes - Liquid Fund,,INF2JJD01086,Unknown,Other,,
154054,Abakkus Liquid Fund,Abakkus Mutual Fund,Income/Debt Oriented Schemes - Liquid Fund,,INF2JJD01102,Unknown,Other,,
154056,Abakkus Liquid Fund,Abakkus Mutual Fund,Income/Debt Oriented Schemes - Liquid Fund,,INF2JJD01094,Unknown,Other,,
154521,Abakkus Liquid Fund,Abakkus Mutual Fund,Income/Debt Oriented Schemes - Liquid Fund,,,Unknown,Other,,
154215,Abakkus Small Cap Fund,Abakkus Mutual Fund,Equity Scheme - Small Cap Fund,INF2JJD01177,,Unknown,Other,,
154214,Abakkus Small Cap Fund,Abakkus Mutual Fund,Equity Scheme - Small Cap Fund,INF2JJD01185,,Unknown,Other,,
119526,ADITYA BIRLA SUN LIFE ARBITRAGE FUND,Aditya Birla Sun Life Mutual Fund,Hybrid Scheme - Arbitrage Fund,INF209K01VP1,,Unknown,Other,,
112088,ADITYA BIRLA SUN LIFE ARBITRAGE FUND,Aditya Birla Sun Life Mutual Fund,Hybrid Scheme - Arbitrage Fund,INF209K01264,,Unknown,Other,,
119525,ADITYA BIRLA SUN LIFE ARBITRAGE FUND,Aditya Birla Sun Life Mutual Fund,Hybrid Scheme - Arbitrage Fund,INF209K01P80,INF209K01VQ9,Unknown,Other,,
112087,ADITYA BIRLA SUN LIFE ARBITRAGE FUND,Aditya Birla Sun Life Mutual Fund,Hybrid Scheme - Arbitrage Fund,INF209K01256,INF209K01CI6,Unknown,Other,,
146407,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA,Aditya Birla Sun Life Mutual Fund,Solution Oriented Scheme - Children’s Fund,INF209KB1E84,,Unknown,Other,,
146409,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA,Aditya Birla Sun Life Mutual Fund,Solution Oriented Scheme - Children’s Fund,INF209KB1E76,,Unknown,Other,,
146408,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA,Aditya Birla Sun Life Mutual Fund,Solution Oriented Scheme - Children’s Fund,INF209KB1F18,INF209KB1F26,Unknown,Other,,
146405,ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA,Aditya Birla Sun Life Mutual Fund,Solution Oriented Scheme - Children’s Fund,INF209KB1E92,INF209KB1F00,Unknown,Other,,
152732,ADITYA BIRLA SUN LIFE CRISIL BROAD BASED GILT ETF,Aditya Birla Sun Life Mutual Fund,Other Scheme - Other  ETFs,INF209KC1134,,Unknown,Other,,
147735,ADITYA BIRLA SUN LIFE NIFTY BANK ETF,Aditya Birla Sun Life Mutual Fund,Exchange Traded Funds (ETFs) - Equity ETF,INF209KB17D5,,Unknown,Other,,
145488,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Overnight Fund,INF209KB1ZL4,,Unknown,Other,,
145489,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Overnight Fund,,INF209KB1ZJ8,Unknown,Other,,
145482,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Overnight Fund,,INF209KB1ZE9,Unknown,Other,,
145487,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Overnight Fund,,INF209KB1ZI0,Unknown,Other,,
145483,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Overnight Fund,,INF209KB1ZD1,Unknown,Other,,
145485,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Overnight Fund,INF209KB1ZG4,,Unknown,Other,,
145486,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Overnight Fund,INF209KB1ZH2,,Unknown,Other,,
145481,ADITYA BIRLA SUN LIFE OVERNIGHT FUND,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Overnight Fund,INF209KB1ZC3,,Unknown,Other,,
120517,Aditya Birla Sun Life Aggressive Hybrid Fund,Aditya Birla Sun Life Mutual Fund,Hybrid Schemes - Aggressive Hybrid Fund,INF209K01ZC0,,Unknown,Other,,
103155,Aditya Birla Sun Life Aggressive Hybrid Fund,Aditya Birla Sun Life Mutual Fund,Hybrid Schemes - Aggressive Hybrid Fund,INF209K01BT5,,Unknown,Other,,
120518,Aditya Birla Sun Life Aggressive Hybrid Fund,Aditya Birla Sun Life Mutual Fund,Hybrid Schemes - Aggressive Hybrid Fund,INF209KA1LH3,INF209K01ZB2,Unknown,Other,,
103154,Aditya Birla Sun Life Aggressive Hybrid Fund,Aditya Birla Sun Life Mutual Fund,Hybrid Schemes - Aggressive Hybrid Fund,INF209K01BS7,INF209K01EE1,Unknown,Other,,
132175,Aditya Birla Sun Life Aggressive Hybrid Omni FOF,Aditya Birla Sun Life Mutual Fund,Other Scheme - FoF Domestic,INF084M01085,INF084M01093,Unknown,Other,,
132189,Aditya Birla Sun Life Aggressive Hybrid Omni FOF,Aditya Birla Sun Life Mutual Fund,Other Scheme - FoF Domestic,INF084M01EU0,INF084M01EV8,Unknown,Other,,
132185,Aditya Birla Sun Life Aggressive Hybrid Omni FOF,Aditya Birla Sun Life Mutual Fund,Other Scheme - FoF Domestic,INF084M01ET2,,Unknown,Other,,
132174,Aditya Birla Sun Life Aggressive Hybrid Omni FOF,Aditya Birla Sun Life Mutual Fund,Other Scheme - FoF Domestic,INF084M01077,,Unknown,Other,,
153735,Aditya Birla Sun Life BSE 500 Momentum 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,INF209KC1605,,Unknown,Other,,
153736,Aditya Birla Sun Life BSE 500 Momentum 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,INF209KC1589,,Unknown,Other,,
153737,Aditya Birla Sun Life BSE 500 Momentum 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,INF209KC1597,,Unknown,Other,,
153734,Aditya Birla Sun Life BSE 500 Momentum 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,INF209KC1654,,Unknown,Other,,
153740,Aditya Birla Sun Life BSE 500 Quality 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,INF209KC1613,,Unknown,Other,,
153741,Aditya Birla Sun Life BSE 500 Quality 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,INF209KC1621,,Unknown,Other,,
153742,Aditya Birla Sun Life BSE 500 Quality 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,INF209KC1639,,Unknown,Other,,
153743,Aditya Birla Sun Life BSE 500 Quality 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,INF209KC1647,,Unknown,Other,,
153081,Aditya Birla Sun Life BSE India Infrastructure Index Fund,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,INF209KC1332,,Unknown,Other,,
153078,Aditya Birla Sun Life BSE India Infrastructure Index Fund,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,INF209KC1340,,Unknown,Other,,
153080,Aditya Birla Sun Life BSE India Infrastructure Index Fund,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,INF209KC1357,,Unknown,Other,,
153079,Aditya Birla Sun Life BSE India Infrastructure Index Fund,Aditya Birla Sun Life Mutual Fund,Index Funds - Equity Funds,INF209KC1365,,Unknown,Other,,
139581,Aditya Birla Sun Life BSE Sensex ETF,Aditya Birla Sun Life Mutual Fund,Exchange Traded Funds (ETFs) - Equity ETF,INF209KB10E8,,Unknown,Other,,
154224,Aditya Birla Sun Life BSE Top 10 Banks ETF,Aditya Birla Sun Life Mutual Fund,Exchange Traded Funds (ETFs) - Equity ETF,INF209KC1670,,Unknown,Other,,
131670,Aditya Birla Sun Life Balanced Advantage Fund,Aditya Birla Sun Life Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,INF084M01DJ5,,Unknown,Other,,
131666,Aditya Birla Sun Life Balanced Advantage Fund,Aditya Birla Sun Life Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,INF084M01AB8,,Unknown,Other,,
131671,Aditya Birla Sun Life Balanced Advantage Fund,Aditya Birla Sun Life Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,INF084M01DK3,INF084M01DL1,Unknown,Other,,
131665,Aditya Birla Sun Life Balanced Advantage Fund,Aditya Birla Sun Life Mutual Fund,Hybrid Scheme - Dynamic Asset Allocation or Balanced Advantage,INF084M01AC6,INF084M01AD4,Unknown,Other,,
119551,Aditya Birla Sun Life Banking & PSU Debt Fund,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund,INF209KA12Z1,INF209KA13Z9,Unknown,Other,,
119552,Aditya Birla Sun Life Banking & PSU Debt Fund,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund,INF209K01YM2,,Unknown,Other,,
119553,Aditya Birla Sun Life Banking & PSU Debt Fund,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund,INF209K01YO8,,Unknown,Other,,
108272,Aditya Birla Sun Life Banking & PSU Debt Fund,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund,INF209K01LX6,INF209KA11Z3,Unknown,Other,,
110282,Aditya Birla Sun Life Banking & PSU Debt Fund,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund,INF209K01LU2,,Unknown,Other,,
108274,Aditya Birla Sun Life Banking & PSU Debt Fund,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund,INF209K01LN7,,Unknown,Other,,
108273,Aditya Birla Sun Life Banking & PSU Debt Fund,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund,INF209K01LV0,,Unknown,Other,,
119550,Aditya Birla Sun Life Banking & PSU Debt Fund,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund,INF209K01YN0,,Unknown,Other,,
125598,Aditya Birla Sun Life Banking and Financial Services Fund,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,INF209K013W3,INF209K015W8,Unknown,Other,,
125597,Aditya Birla Sun Life Banking and Financial Services Fund,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,INF209K014W1,,Unknown,Other,,
125596,Aditya Birla Sun Life Banking and Financial Services Fund,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,INF209K010W9,INF209K012W5,Unknown,Other,,
125595,Aditya Birla Sun Life Banking and Financial Services Fund,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,INF209K011W7,,Unknown,Other,,
149295,Aditya Birla Sun Life Business Cycle Fund,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,INF209KB14D2,,Unknown,Other,,
149297,Aditya Birla Sun Life Business Cycle Fund,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,INF209KB15D9,,Unknown,Other,,
149294,Aditya Birla Sun Life Business Cycle Fund,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,INF209KB13D4,,Unknown,Other,,
149296,Aditya Birla Sun Life Business Cycle Fund,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,INF209KB12D6,,Unknown,Other,,
151427,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 Index Fund,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,INF209KB14S0,,Unknown,Other,,
151425,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 Index Fund,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,INF209KB15S7,,Unknown,Other,,
151428,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 Index Fund,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,INF209KB12S4,,Unknown,Other,,
151426,Aditya Birla Sun Life CRISIL IBX SDL Jun 2032 Index Fund,Aditya Birla Sun Life Mutual Fund,Other Scheme - Index Funds,INF209KB13S2,,Unknown,Other,,
151533,Aditya Birla Sun Life CRISIL Liquid Overnight ETF,Aditya Birla Sun Life Mutual Fund,Exchange Traded Funds (ETFs) - Debt ETF,INF209KB18T9,,Unknown,Other,,
119576,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,INF209K01VL0,,Unknown,Other,,
111349,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,INF209K01207,,Unknown,Other,,
119575,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,INF209K01P64,INF209K01VM8,Unknown,Other,,
111348,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,INF209K01199,INF209K01CG0,Unknown,Other,,
153124,Aditya Birla Sun Life Conglomerate Fund,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,INF209KC1373,,Unknown,Other,,
153125,Aditya Birla Sun Life Conglomerate Fund,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,INF209KC1381,,Unknown,Other,,
153127,Aditya Birla Sun Life Conglomerate Fund,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,INF209KC1399,,Unknown,Other,,
153126,Aditya Birla Sun Life Conglomerate Fund,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,INF209KC1407,,Unknown,Other,,
132179,Aditya Birla Sun Life Conservative Hybrid Active FOF,Aditya Birla Sun Life Mutual Fund,Other Scheme - FoF Domestic,INF084M01051,INF084M01069,Unknown,Other,,
132183,Aditya Birla Sun Life Conservative Hybrid Active FOF,Aditya Birla Sun Life Mutual Fund,Other Scheme - FoF Domestic,INF084M01EQ8,,Unknown,Other,,
132178,Aditya Birla Sun Life Conservative Hybrid Active FOF,Aditya Birla Sun Life Mutual Fund,Other Scheme - FoF Domestic,INF084M01044,,Unknown,Other,,
132184,Aditya Birla Sun Life Conservative Hybrid Active FOF,Aditya Birla Sun Life Mutual Fund,Other Scheme - FoF Domestic,INF084M01ER6,INF084M01ES4,Unknown,Other,,
120550,Aditya Birla Sun Life Conservative Hybrid Fund,Aditya Birla Sun Life Mutual Fund,Hybrid Schemes - Conservative Hybrid Fund,INF209K01R47,INF209K01XI2,Unknown,Other,,
120705,Aditya Birla Sun Life Conservative Hybrid Fund,Aditya Birla Sun Life Mutual Fund,Hybrid Schemes - Conservative Hybrid Fund,INF209K01XH4,,Unknown,Other,,
101818,Aditya Birla Sun Life Conservative Hybrid Fund,Aditya Birla Sun Life Mutual Fund,Hybrid Schemes - Conservative Hybrid Fund,INF209K01751,,Unknown,Other,,
101816,Aditya Birla Sun Life Conservative Hybrid Fund,Aditya Birla Sun Life Mutual Fund,Hybrid Schemes - Conservative Hybrid Fund,INF209K01769,INF209K01DF0,Unknown,Other,,
119591,Aditya Birla Sun Life Consumption Fund,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,INF209K01WC7,,Unknown,Other,,
119590,Aditya Birla Sun Life Consumption Fund,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,INF209K01Q63,,Unknown,Other,,
103110,Aditya Birla Sun Life Consumption Fund,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,INF209K01439,INF209K01CR7,Unknown,Other,,
103111,Aditya Birla Sun Life Consumption Fund,Aditya Birla Sun Life Mutual Fund,Equity Scheme - Sectoral/ Thematic,INF209K01447,,Unknown,Other,,
119533,Aditya Birla Sun Life Corporate Bond Fund,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Corporate Bond Fund,INF209K01S38,,Unknown,Other,,
103178,Aditya Birla Sun Life Corporate Bond Fund,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Corporate Bond Fund,INF209K01785,,Unknown,Other,,
124832,Aditya Birla Sun Life Corporate Bond Fund,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Corporate Bond Fund,INF209KA1KT0,,Unknown,Other,,
119532,Aditya Birla Sun Life Corporate Bond Fund,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Corporate Bond Fund,INF209K01N90,INF209KA1KU8,Unknown,Other,,
124833,Aditya Birla Sun Life Corporate Bond Fund,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Corporate Bond Fund,INF209KA1KS2,,Unknown,Other,,
103183,Aditya Birla Sun Life Corporate Bond Fund,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Corporate Bond Fund,INF209K01983,INF209K01DL8,Unknown,Other,,
134385,Aditya Birla Sun Life Credit Risk Fund,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Credit Risk Fund,INF209KA1K96,INF209KA1L04,Unknown,Other,,
134388,Aditya Birla Sun Life Credit Risk Fund,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Credit Risk Fund,INF209KA1L12,,Unknown,Other,,
134387,Aditya Birla Sun Life Credit Risk Fund,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Credit Risk Fund,INF209KA1K88,,Unknown,Other,,
